site_name,basin,subbasin,region,WaterYear,eventdays,eventid,mindate,maxdate,totalyieldevent_little,totalyieldevent_big,hysteresis,numdays,totalyield_site,propyield
West Brook NWIS,West Brook,West Brook,Mass,2023,6,22,2023-08-23,2023-08-28,4.9464534510365015,8.089679846944232,-0.8797259990580161,365,783.0938374315123,0.006316552646181573
West Brook NWIS,West Brook,West Brook,Mass,2023,6,23,2023-09-07,2023-09-12,6.857992265382884,8.876231120346684,-1.2737531881562614,365,783.0938374315123,0.008757561275001949
West Brook NWIS,West Brook,West Brook,Mass,2023,5,24,2023-09-17,2023-09-21,3.7027233364428644,6.9727770387127475,0,365,783.0938374315123,0.004728326490970116
West Brook NWIS,West Brook,West Brook,Mass,2023,6,25,2023-09-23,2023-09-28,6.59912905423728,10.67350078007129,-0.8265469497730116,365,783.0938374315123,0.008426996534517393
West Brook Reservoir,West Brook,West Brook,Mass,2021,14,1,2020-10-11,2020-10-24,0.2894359356403351,9.895601570676263,0.16418976425204967,365,573.0069124973445,5.051177033430228e-4
West Brook Reservoir,West Brook,West Brook,Mass,2021,16,2,2020-10-25,2020-11-09,0.47892906470448615,11.61932868633774,-2.3030540801375174,365,573.0069124973445,8.358172550086046e-4
West Brook Reservoir,West Brook,West Brook,Mass,2021,4,3,2020-11-12,2020-11-15,0.05935441040722041,2.2495366419310163,0,365,573.0069124973445,1.035841088697084e-4
West Brook Reservoir,West Brook,West Brook,Mass,2021,6,4,2020-11-14,2020-11-19,0.2175800223470237,4.573795654835266,-0.09001414031303014,365,573.0069124973445,3.7971622610753764e-4
West Brook Reservoir,West Brook,West Brook,Mass,2021,5,5,2020-11-21,2020-11-25,0.12675795068279855,3.4962204102739047,-0.4266210931567858,365,573.0069124973445,2.2121539534374461e-4
West Brook Reservoir,West Brook,West Brook,Mass,2021,19,6,2020-11-24,2020-12-12,15.487302259168166,44.30250047439318,-1.361352088323515,365,573.0069124973445,0.027028124655023144
West Brook Reservoir,West Brook,West Brook,Mass,2021,5,7,2020-12-11,2020-12-15,1.119795581075678,7.118289024292201,0.3548055414988702,365,573.0069124973445,0.001954244454391058
West Brook Reservoir,West Brook,West Brook,Mass,2021,10,8,2020-12-14,2020-12-23,1.4136997344775817,38.34044182200258,0.20000885603251342,365,573.0069124973445,0.0024671600004199483
West Brook Reservoir,West Brook,West Brook,Mass,2021,17,9,2020-12-23,2021-01-08,72.39285997240377,86.39479187052545,-3.5203703740276504,365,573.0069124973445,0.12633854565016137
West Brook Reservoir,West Brook,West Brook,Mass,2021,6,10,2021-01-14,2021-01-19,8.350655343544418,11.294876286059228,-0.9025526044016287,365,573.0069124973445,0.014573393726001721
West Brook Reservoir,West Brook,West Brook,Mass,2021,9,11,2021-01-28,2021-02-05,5.687819384063196,22.88864205601139,-1.4489055840398535,365,573.0069124973445,0.009926266612166838
West Brook Reservoir,West Brook,West Brook,Mass,2021,7,12,2021-02-14,2021-02-20,5.413800384174657,15.259094704007591,-0.5697646317535517,365,573.0069124973445,0.0094480542312825
West Brook Reservoir,West Brook,West Brook,Mass,2021,8,13,2021-03-09,2021-03-16,10.90474882608363,15.495060086028328,-0.8759993006469535,365,573.0069124973445,0.019030745682556083
West Brook Reservoir,West Brook,West Brook,Mass,2021,20,14,2021-03-16,2021-04-04,54.851445122420856,51.82586340448764,-0.3160073911830056,365,573.0069124973445,0.09572562551359283
West Brook Reservoir,West Brook,West Brook,Mass,2021,13,15,2021-04-13,2021-04-25,27.836283641100096,42.85524613133266,-0.39368538770443906,365,573.0069124973445,0.0485793155963526
West Brook Reservoir,West Brook,West Brook,Mass,2021,23,16,2021-04-27,2021-05-19,96.59120627365138,88.23138909392019,-1.4216797186299603,365,573.0069124973445,0.1685690070520729
West Brook Reservoir,West Brook,West Brook,Mass,2021,9,17,2021-05-27,2021-06-04,10.58296276034805,17.98056210998008,-0.07351640602443678,365,573.0069124973445,0.018469171190665337
West Brook Reservoir,West Brook,West Brook,Mass,2021,9,18,2021-06-29,2021-07-07,2.8501366763588902,17.245136669348785,-0.3136442037127129,365,573.0069124973445,0.0049740005123796805
West Brook Reservoir,West Brook,West Brook,Mass,2021,21,19,2021-07-06,2021-07-26,85.55253767267138,96.3132034281304,-1.0181579182671776,365,573.0069124973445,0.14930454730433615
West Brook Reservoir,West Brook,West Brook,Mass,2021,11,20,2021-07-25,2021-08-04,28.776431516570575,30.52605492074921,-0.179257692911579,365,573.0069124973445,0.05022004253169273
West Brook Reservoir,West Brook,West Brook,Mass,2021,5,21,2021-08-17,2021-08-21,3.8702688187102177,6.563770376543472,-0.32619294096541346,365,573.0069124973445,0.0067543143621817195
West Brook Reservoir,West Brook,West Brook,Mass,2021,10,22,2021-08-20,2021-08-29,36.7575715891308,41.79733466860636,-0.5783671046381871,365,573.0069124973445,0.06414856572834302
West Brook Reservoir,West Brook,West Brook,Mass,2021,9,23,2021-08-31,2021-09-08,33.032456468696225,32.339055605941866,-0.6506003769186733,365,573.0069124973445,0.057647570645754306
West Brook Reservoir,West Brook,West Brook,Mass,2021,6,24,2021-09-07,2021-09-12,8.107295922977277,9.808294379328592,0.21613588935794967,365,573.0069124973445,0.014148687818866145
West Brook Reservoir,West Brook,West Brook,Mass,2021,5,25,2021-09-14,2021-09-18,3.787511721658186,6.622761722048656,-0.5865563166287872,365,573.0069124973445,0.006609888360946673
West Brook Reservoir,West Brook,West Brook,Mass,2021,6,26,2021-09-22,2021-09-27,3.0728503957085676,10.626307703667143,-0.10702817171152507,365,573.0069124973445,0.00536267596199864
West Brook Reservoir,West Brook,West Brook,Mass,2022,12,1,2021-10-02,2021-10-13,17.85708968141459,33.48348770874244,-1.0092922008305205,365,355.0592325944489,0.05029326952275335
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,2,2021-10-15,2021-10-19,5.419314355029357,8.026755745072034,-0.1557545766108718,365,355.0592325944489,0.015263127550380687
West Brook Reservoir,West Brook,West Brook,Mass,2022,17,3,2021-10-23,2021-11-08,29.737432119636765,61.05604259786543,0.15449855754697786,365,355.0592325944489,0.08375343996082779
West Brook Reservoir,West Brook,West Brook,Mass,2022,9,4,2021-11-10,2021-11-18,20.421640694885134,30.16424133498408,-0.59168716268238,365,355.0592325944489,0.05751615172956472
West Brook Reservoir,West Brook,West Brook,Mass,2022,6,5,2021-12-09,2021-12-14,4.99618047090634,13.304514789602496,-0.16501572222935154,365,355.0592325944489,0.014071399958814795
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,6,2021-12-14,2021-12-18,4.424359510632401,11.145431544112762,-0.21373672268220703,365,355.0592325944489,0.012460905405284687
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,7,2021-12-17,2021-12-21,6.282345862253192,12.215141275940097,-0.10614065442673186,365,355.0592325944489,0.017693796655694715
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,8,2021-12-20,2021-12-24,5.966512583383164,11.45611929710673,-0.7750603850278318,365,355.0592325944489,0.016804273866603422
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,9,2021-12-24,2021-12-28,6.752934754163082,11.849394933807957,-0.22516646201050927,365,355.0592325944489,0.019019178025082736
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,10,2021-12-31,2022-01-04,6.732859463723694,11.412858977069597,0.1998061940807261,365,355.0592325944489,0.018962637345115912
West Brook Reservoir,West Brook,West Brook,Mass,2022,7,11,2022-01-15,2022-01-21,3.311694064282631,20.87900355246812,0.3568413094977983,365,355.0592325944489,0.009327159415300351
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,12,2022-01-27,2022-01-31,1.2544759036761512,10.115049375955548,0.5288828936513357,365,355.0592325944489,0.0035331454262140603
West Brook Reservoir,West Brook,West Brook,Mass,2022,11,13,2022-01-31,2022-02-10,11.08574333491483,85.28575457502801,-0.2337466718714764,365,355.0592325944489,0.03122223650941375
West Brook Reservoir,West Brook,West Brook,Mass,2022,13,14,2022-02-15,2022-03-01,25.430750476761123,59.54979690929973,-0.6952386808871205,365,355.0592325944489,0.07162396620681119
West Brook Reservoir,West Brook,West Brook,Mass,2022,11,15,2022-03-04,2022-03-14,22.89636785555308,45.317151617082345,-0.933925503228593,365,355.0592325944489,0.06448605120967371
West Brook Reservoir,West Brook,West Brook,Mass,2022,10,16,2022-03-14,2022-03-23,24.67002848048214,46.49304577081901,-0.2329325862392265,365,355.0592325944489,0.0694814448288419
West Brook Reservoir,West Brook,West Brook,Mass,2022,8,17,2022-03-22,2022-03-29,21.27457910028585,39.35902572105876,-0.3050916076419179,365,355.0592325944489,0.05991839430517168
West Brook Reservoir,West Brook,West Brook,Mass,2022,6,18,2022-03-30,2022-04-04,12.730966466314543,26.85286047395975,-0.2132722114904001,365,355.0592325944489,0.035855894728573194
West Brook Reservoir,West Brook,West Brook,Mass,2022,39,19,2022-04-06,2022-05-14,71.81808371722437,116.11069897967015,-6.111302476426492,365,355.0592325944489,0.2022707118258645
West Brook Reservoir,West Brook,West Brook,Mass,2022,14,20,2022-05-14,2022-05-27,3.049923051378816,14.873684580040392,-2.2995981866328683,365,355.0592325944489,0.008589899293965014
West Brook Reservoir,West Brook,West Brook,Mass,2022,6,21,2022-05-26,2022-05-31,0.9778742105424495,4.845155844159112,-1.090273324190916,365,355.0592325944489,0.002754115710207103
West Brook Reservoir,West Brook,West Brook,Mass,2022,8,22,2022-05-30,2022-06-06,1.4898654180941084,5.403607248274853,0.18997947323719128,365,355.0592325944489,0.004196103864720068
West Brook Reservoir,West Brook,West Brook,Mass,2022,16,23,2022-06-06,2022-06-21,3.1575880857400183,10.336856835055041,0.5848660995897466,365,355.0592325944489,0.008893130486052274
West Brook Reservoir,West Brook,West Brook,Mass,2022,11,24,2022-06-20,2022-06-30,1.20708427486462,3.3967216741884942,0.3308541628261572,365,355.0592325944489,0.0033996701509332672
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,25,2022-07-01,2022-07-05,0.3855976859770732,1.1597698526319173,0.29386831604800795,365,355.0592325944489,0.0010860094614621825
West Brook Reservoir,West Brook,West Brook,Mass,2022,6,26,2022-07-04,2022-07-09,0.3817474132250832,1.426410734315349,0,365,355.0592325944489,0.0010751654320762805
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,27,2022-07-12,2022-07-16,0.2766333826213725,0.933636361528712,0,365,355.0592325944489,7.791189672776234e-4
West Brook Reservoir,West Brook,West Brook,Mass,2022,8,28,2022-07-17,2022-07-24,0.31649875811111267,1.711142295287037,0.06602077201862905,365,355.0592325944489,8.913970657752751e-4
West Brook Reservoir,West Brook,West Brook,Mass,2022,5,29,2022-07-27,2022-07-31,0.02907510493786691,0.7291330304440741,-0.02434519246380153,365,355.0592325944489,8.188804083592637e-5
West Brook Reservoir,West Brook,West Brook,Mass,2022,8,30,2022-09-04,2022-09-11,0.15839990412199212,3.2240736696766557,0.5701987335445968,365,355.0592325944489,4.461224764233003e-4
West Brook Reservoir,West Brook,West Brook,Mass,2022,7,31,2022-09-11,2022-09-17,0.3434823568627134,1.584507540269242,0.3891554159474022,365,355.0592325944489,9.673945227472548e-4
West Brook Reservoir,West Brook,West Brook,Mass,2022,12,32,2022-09-18,2022-09-29,0.05759564384149654,3.3668327257992012,-2.3138662691367937,365,355.0592325944489,1.622141844352001e-4
West Brook Reservoir,West Brook,West Brook,Mass,2023,9,3,2022-10-22,2022-10-30,0.02531990064888897,4.620988731239413,-1.9891678733449654,365,652.6243282892444,3.8797052992586476e-5
West Brook Reservoir,West Brook,West Brook,Mass,2023,13,4,2022-11-10,2022-11-22,1.2946423292987632,11.283078016958191,-1.4664374451355187,365,652.6243282892444,0.0019837481889350824
West Brook Reservoir,West Brook,West Brook,Mass,2023,17,5,2022-11-26,2022-12-12,5.796213276640824,20.737424323255677,-1.2884734966109332,365,652.6243282892444,0.008881393207995658
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,6,2022-12-15,2022-12-19,2.0072121490621155,3.7164547668265913,0,365,652.6243282892444,0.0030756011721532316
West Brook Reservoir,West Brook,West Brook,Mass,2023,23,7,2022-12-21,2023-01-12,38.49027355124548,94.22490979724688,-0.871232659075287,365,652.6243282892444,0.058977687289319854
West Brook Reservoir,West Brook,West Brook,Mass,2023,8,8,2023-01-11,2023-01-18,17.713742283936178,26.671953681077188,-0.7084459193081069,365,652.6243282892444,0.02714232601528978
West Brook Reservoir,West Brook,West Brook,Mass,2023,6,9,2023-01-17,2023-01-22,13.641722341970453,17.052431607365186,0.018985768285657314,365,652.6243282892444,0.020902871300753002
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,10,2023-01-21,2023-01-25,12.771608234252218,13.249456200464323,0,365,652.6243282892444,0.019569617129859454
West Brook Reservoir,West Brook,West Brook,Mass,2023,10,11,2023-01-24,2023-02-02,32.69401274037315,34.891414488132824,-0.3158734229227823,365,652.6243282892444,0.050096221245805435
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,12,2023-02-15,2023-02-19,4.879895895898708,11.971310381185337,-0.47073334228518793,365,652.6243282892444,0.007477342912867828
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,13,2023-03-13,2023-03-17,9.265974505424904,10.94879372576215,-0.34767773030183846,365,652.6243282892444,0.01419802189984895
West Brook Reservoir,West Brook,West Brook,Mass,2023,24,14,2023-03-20,2023-04-12,95.97253240585631,123.55933953879138,-0.06483356691204673,365,652.6243282892444,0.14705632052889253
West Brook Reservoir,West Brook,West Brook,Mass,2023,22,15,2023-04-21,2023-05-12,95.60174214647459,111.98523755067428,-0.9046144546499097,365,652.6243282892444,0.14648816785160315
West Brook Reservoir,West Brook,West Brook,Mass,2023,7,16,2023-05-18,2023-05-24,10.42035916229315,14.826491503636243,-0.2957830918206403,365,652.6243282892444,0.015966856751430857
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,17,2023-06-13,2023-06-17,2.9543000223324802,6.858727104069391,-0.10483646716005013,365,652.6243282892444,0.004526800326424743
West Brook Reservoir,West Brook,West Brook,Mass,2023,8,18,2023-06-24,2023-07-01,7.8924253518261,19.93514202438518,-1.7165411632007774,365,652.6243282892444,0.01209336674977302
West Brook Reservoir,West Brook,West Brook,Mass,2023,35,19,2023-06-30,2023-08-03,215.38941129128165,289.95819418344735,1.6133543951317966,365,652.6243282892444,0.33003582912070145
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,20,2023-08-13,2023-08-17,8.173717089135064,10.240897579699942,-0.3141997374461125,365,652.6243282892444,0.012524383071285776
West Brook Reservoir,West Brook,West Brook,Mass,2023,6,21,2023-08-16,2023-08-21,9.10206063044821,11.692084679127468,0,365,652.6243282892444,0.013946860752659773
West Brook Reservoir,West Brook,West Brook,Mass,2023,6,22,2023-08-23,2023-08-28,2.706139644383231,8.089679846944232,-1.1578629413545727,365,652.6243282892444,0.004146550361487389
West Brook Reservoir,West Brook,West Brook,Mass,2023,6,23,2023-09-07,2023-09-12,4.186624974126812,8.876231120346684,-1.2737531881562614,365,652.6243282892444,0.006415061150266055
West Brook Reservoir,West Brook,West Brook,Mass,2023,5,24,2023-09-17,2023-09-21,1.6697032606253288,6.9727770387127475,-0.20452319111123338,365,652.6243282892444,0.0025584447104541786
West Brook Reservoir,West Brook,West Brook,Mass,2023,6,25,2023-09-23,2023-09-28,4.6768296589048655,10.67350078007129,-0.8265469497730116,365,652.6243282892444,0.007166189576727034
West Brook Reservoir,West Brook,West Brook,Mass,2024,9,1,2023-10-05,2023-10-13,12.710669349461462,22.224006229986315,-0.5096887179016528,366,916.7781098723366,0.013864499176612595
West Brook Reservoir,West Brook,West Brook,Mass,2024,8,2,2023-10-19,2023-10-26,23.830225367720928,23.714520893083964,-1.42875357116364,366,916.7781098723366,0.025993449353889284
West Brook Reservoir,West Brook,West Brook,Mass,2024,10,3,2023-10-28,2023-11-06,23.254775961108695,27.26579989249604,-0.5507148459633555,366,916.7781098723366,0.025365762675492957
West Brook Reservoir,West Brook,West Brook,Mass,2024,7,4,2023-11-20,2023-11-26,9.294920684183985,15.341682587714851,-0.39650341712768605,366,916.7781098723366,0.010138680869549038
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,5,2023-11-25,2023-11-30,12.043272894372691,15.766420275352175,-0.34444128995764345,366,916.7781098723366,0.013136518820295288
West Brook Reservoir,West Brook,West Brook,Mass,2024,7,6,2023-12-01,2023-12-07,16.321844916976037,19.671647347795354,-0.2949695602523472,366,916.7781098723366,0.017803484552275022
West Brook Reservoir,West Brook,West Brook,Mass,2024,9,7,2023-12-08,2023-12-16,33.683612061353756,32.57895374432961,-0.6345762349574794,366,916.7781098723366,0.03674129181165143
West Brook Reservoir,West Brook,West Brook,Mass,2024,13,8,2023-12-15,2023-12-27,87.25840442848597,99.07793115414002,-2.0988251390814416,366,916.7781098723366,0.09517941526836511
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,9,2023-12-26,2023-12-31,30.214643069761443,21.221153356398187,-0.25819456666452745,366,916.7781098723366,0.03295742202436411
West Brook Reservoir,West Brook,West Brook,Mass,2024,10,10,2024-01-08,2024-01-18,77.03630475604756,60.42286882277645,-0.31888546235942,366,916.7781098723366,0.08402938936530131
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,11,2024-01-19,2024-01-24,12.111864790435922,20.28909009741628,1.3768277857344404,366,916.7781098723366,0.013211337247267528
West Brook Reservoir,West Brook,West Brook,Mass,2024,10,12,2024-01-23,2024-02-01,51.794740520680506,43.60640259743201,-0.8578994935041638,366,916.7781098723366,0.05649648476870051
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,13,2024-02-26,2024-03-02,6.8272941369823785,15.129313743896187,-0.456991635337098,366,916.7781098723366,0.0074470518694355545
West Brook Reservoir,West Brook,West Brook,Mass,2024,17,14,2024-03-01,2024-03-17,114.43230860853612,95.99465016240241,-0.9615544390725017,366,916.7781098723366,0.12482007082877565
West Brook Reservoir,West Brook,West Brook,Mass,2024,12,15,2024-03-21,2024-04-01,77.20267456631872,57.905904747888606,-0.8462711877124688,366,916.7781098723366,0.08421086164139474
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,16,2024-04-01,2024-04-06,35.29023739677056,22.393114753767843,-0.24532331897978438,366,916.7781098723366,0.03849376094034881
West Brook Reservoir,West Brook,West Brook,Mass,2024,23,17,2024-04-05,2024-04-27,156.46125973812377,110.8054106405706,-1.4639727302498133,366,916.7781098723366,0.17066426221707165
West Brook Reservoir,West Brook,West Brook,Mass,2024,5,18,2024-04-26,2024-04-30,12.04862841778904,10.03246149224829,0,366,916.7781098723366,0.013142360499278105
West Brook Reservoir,West Brook,West Brook,Mass,2024,5,19,2024-04-29,2024-05-03,10.050099188348696,9.37175842259023,0,366,916.7781098723366,0.010962411820400244
West Brook Reservoir,West Brook,West Brook,Mass,2024,9,20,2024-05-03,2024-05-11,14.937331200643172,16.836130007179513,0.05526352111093404,366,916.7781098723366,0.016293289553699346
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,21,2024-05-14,2024-05-19,7.959828892101677,8.770046698437353,-1.3005583387962942,366,916.7781098723366,0.008682394143562285
West Brook Reservoir,West Brook,West Brook,Mass,2024,9,22,2024-05-25,2024-06-02,15.821895714739245,15.184372333034359,-0.601954861692444,366,916.7781098723366,0.017258151721077284
West Brook Reservoir,West Brook,West Brook,Mass,2024,10,23,2024-06-17,2024-06-26,7.396853802130848,18.613735885069055,-0.9462037372290992,366,916.7781098723366,0.008068314156367539
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,24,2024-07-04,2024-07-09,1.4257417397924477,7.739664530280139,-0.3838847523214316,366,916.7781098723366,0.0015551655568990248
West Brook Reservoir,West Brook,West Brook,Mass,2024,8,25,2024-07-14,2024-07-21,1.8102778279325522,17.575488204177816,-0.913210083821814,366,916.7781098723366,0.001974608477709658
West Brook Reservoir,West Brook,West Brook,Mass,2024,5,26,2024-08-01,2024-08-05,0.20282856583631304,4.683912833111609,0,366,916.7781098723366,2.2124062916877168e-4
West Brook Reservoir,West Brook,West Brook,Mass,2024,31,27,2024-08-05,2024-09-04,12.195160608778355,45.66323417737942,-0.8127024416922793,366,916.7781098723366,0.013302194366831641
West Brook Reservoir,West Brook,West Brook,Mass,2024,6,28,2024-09-05,2024-09-10,0.16695606579308106,2.9338362497911503,-0.05722475352432493,366,916.7781098723366,1.8211174982824368e-4
West Brook Reservoir,West Brook,West Brook,Mass,2024,7,29,2024-09-24,2024-09-30,0.19661742625285591,3.0345148127866644,0,366,916.7781098723366,2.1446566419461665e-4
West Brook Upper,West Brook,West Brook,Mass,2021,14,1,2020-10-11,2020-10-24,2.583993154962166,9.895601570676263,-0.5857859397122975,365,646.2653417931523,0.003998347099648762
West Brook Upper,West Brook,West Brook,Mass,2021,16,2,2020-10-25,2020-11-09,2.2421243254707077,11.61932868633774,-1.7627118064333136,365,646.2653417931523,0.0034693556662803928
West Brook Upper,West Brook,West Brook,Mass,2021,4,3,2020-11-12,2020-11-15,0.14127873398489654,2.2495366419310163,0,365,646.2653417931523,2.1860793833210863e-4
West Brook Upper,West Brook,West Brook,Mass,2021,6,4,2020-11-14,2020-11-19,0.4022332386850492,4.573795654835266,-0.09001414031303014,365,646.2653417931523,6.223964255440306e-4
West Brook Upper,West Brook,West Brook,Mass,2021,5,5,2020-11-21,2020-11-25,0.26682369687161767,3.4962204102739047,0.34787608058780545,365,646.2653417931523,4.1287019373695413e-4
West Brook Upper,West Brook,West Brook,Mass,2021,19,6,2020-11-24,2020-12-12,15.923691343006215,44.30250047439318,-0.9769646175363015,365,646.2653417931523,0.02463955640700728
West Brook Upper,West Brook,West Brook,Mass,2021,5,7,2020-12-11,2020-12-15,1.3013036605814803,7.118289024292201,0.3548055414988702,365,646.2653417931523,0.002013574883918166
West Brook Upper,West Brook,West Brook,Mass,2021,10,8,2020-12-14,2020-12-23,1.5178753031090237,38.34044182200258,0.6779849333322857,365,646.2653417931523,0.0023486874584632213
West Brook Upper,West Brook,West Brook,Mass,2021,17,9,2020-12-23,2021-01-08,71.97167361537086,86.39479187052545,-3.5203703740276504,365,646.2653417931523,0.11136551654723667
West Brook Upper,West Brook,West Brook,Mass,2021,6,10,2021-01-14,2021-01-19,9.395941740713381,11.294876286059228,-0.9025526044016287,365,646.2653417931523,0.014538829692836453
West Brook Upper,West Brook,West Brook,Mass,2021,9,11,2021-01-28,2021-02-05,6.069379631097069,22.88864205601139,-0.918120407426565,365,646.2653417931523,0.00939146700062352
West Brook Upper,West Brook,West Brook,Mass,2021,7,12,2021-02-14,2021-02-20,4.396969582133033,15.259094704007591,-0.2594463716655026,365,646.2653417931523,0.006803659886716243
West Brook Upper,West Brook,West Brook,Mass,2021,8,13,2021-03-09,2021-03-16,9.38223663498318,15.495060086028328,-1.0986638356827103,365,646.2653417931523,0.01451762306942048
West Brook Upper,West Brook,West Brook,Mass,2021,20,14,2021-03-16,2021-04-04,43.824081008696325,51.82586340448764,-0.23680909212403836,365,646.2653417931523,0.06781128148865352
West Brook Upper,West Brook,West Brook,Mass,2021,13,15,2021-04-13,2021-04-25,36.845348254906376,42.85524613133266,-0.20501533358995994,365,646.2653417931523,0.05701272507152229
West Brook Upper,West Brook,West Brook,Mass,2021,23,16,2021-04-27,2021-05-19,110.0052932520737,88.23138909392019,-0.8414566518641963,365,646.2653417931523,0.17021691577463963
West Brook Upper,West Brook,West Brook,Mass,2021,9,17,2021-05-27,2021-06-04,12.623382070474042,17.98056210998008,-0.07351640602443678,365,646.2653417931523,0.019532816096015187
West Brook Upper,West Brook,West Brook,Mass,2021,9,18,2021-06-29,2021-07-07,4.2091244606558,17.245136669348785,-0.20207243095429625,365,646.2653417931523,0.00651299735334252
West Brook Upper,West Brook,West Brook,Mass,2021,21,19,2021-07-06,2021-07-26,78.87505151663746,96.3132034281304,-1.2228318515251737,365,646.2653417931523,0.12204747247900956
West Brook Upper,West Brook,West Brook,Mass,2021,11,20,2021-07-25,2021-08-04,26.835959787311083,30.52605492074921,-0.223749125287104,365,646.2653417931523,0.04152467732967238
West Brook Upper,West Brook,West Brook,Mass,2021,5,21,2021-08-17,2021-08-21,7.5749435680416735,6.563770376543472,-0.7613239038009396,365,646.2653417931523,0.011721104441441883
West Brook Upper,West Brook,West Brook,Mass,2021,10,22,2021-08-20,2021-08-29,49.598096253813566,41.79733466860636,-0.7077017560570733,365,646.2653417931523,0.07674571580180489
West Brook Upper,West Brook,West Brook,Mass,2021,9,23,2021-08-31,2021-09-08,52.390422501869985,32.339055605941866,-0.45846538823824484,365,646.2653417931523,0.08106642753966278
West Brook Upper,West Brook,West Brook,Mass,2021,6,24,2021-09-07,2021-09-12,17.855290493220412,9.808294379328592,0.21613588935794967,365,646.2653417931523,0.027628420307483064
West Brook Upper,West Brook,West Brook,Mass,2021,5,25,2021-09-14,2021-09-18,8.016913870346722,6.622761722048656,-0.5865563166287872,365,646.2653417931523,0.012404988093749061
West Brook Upper,West Brook,West Brook,Mass,2021,6,26,2021-09-22,2021-09-27,4.8357807414223055,10.626307703667143,-0.10702817171152507,365,646.2653417931523,0.007482655232608893
West Brook Upper,West Brook,West Brook,Mass,2022,12,1,2021-10-02,2021-10-13,19.58547879018375,33.48348770874244,-1.3647967856183203,365,395.75604931467404,0.04948876668872071
West Brook Upper,West Brook,West Brook,Mass,2022,5,2,2021-10-15,2021-10-19,7.520463837014724,8.026755745072034,-0.04235710841314891,365,395.75604931467404,0.01900277671064743
West Brook Upper,West Brook,West Brook,Mass,2022,17,3,2021-10-23,2021-11-08,30.44451233922769,61.05604259786543,0.20368098240819504,365,395.75604931467404,0.07692747184016033
West Brook Upper,West Brook,West Brook,Mass,2022,9,4,2021-11-10,2021-11-18,20.664109326138593,30.16424133498408,-0.59168716268238,365,395.75604931467404,0.0522142601785175
West Brook Upper,West Brook,West Brook,Mass,2022,6,5,2021-12-09,2021-12-14,7.338937001569042,13.304514789602496,-0.16501572222935154,365,395.75604931467404,0.018544093044889118
West Brook Upper,West Brook,West Brook,Mass,2022,5,6,2021-12-14,2021-12-18,6.707991100138959,11.145431544112762,-0.7821075521346577,365,395.75604931467404,0.016949813178484843
West Brook Upper,West Brook,West Brook,Mass,2022,5,7,2021-12-17,2021-12-21,8.701797492972617,12.215141275940097,-0.10614065442673186,365,395.75604931467404,0.02198778138209489
West Brook Upper,West Brook,West Brook,Mass,2022,5,8,2021-12-20,2021-12-24,8.147940875525522,11.45611929710673,-0.7750603850278318,365,395.75604931467404,0.020588291422544806
West Brook Upper,West Brook,West Brook,Mass,2022,5,9,2021-12-24,2021-12-28,8.788565523940212,11.849394933807957,-0.22516646201050927,365,395.75604931467404,0.02220702763522949
West Brook Upper,West Brook,West Brook,Mass,2022,5,10,2021-12-31,2022-01-04,8.75565778419255,11.412858977069597,0.1998061940807261,365,395.75604931467404,0.0221238760578761
West Brook Upper,West Brook,West Brook,Mass,2022,7,11,2022-01-15,2022-01-21,4.259361029004698,20.87900355246812,0.3568413094977983,365,395.75604931467404,0.010762592350465854
West Brook Upper,West Brook,West Brook,Mass,2022,5,12,2022-01-27,2022-01-31,1.5966061025806026,10.115049375955548,0.5288828936513357,365,395.75604931467404,0.0040343188824161404
West Brook Upper,West Brook,West Brook,Mass,2022,11,13,2022-01-31,2022-02-10,11.856480542137502,85.28575457502801,-0.5301253013845483,365,395.75604931467404,0.02995906332365412
West Brook Upper,West Brook,West Brook,Mass,2022,13,14,2022-02-15,2022-03-01,24.98247199676145,59.54979690929973,-0.6952386808871205,365,395.75604931467404,0.06312593841590873
West Brook Upper,West Brook,West Brook,Mass,2022,11,15,2022-03-04,2022-03-14,23.08853478681375,45.317151617082345,-0.9238989064059147,365,395.75604931467404,0.058340320575758435
